,
PK.05.03,"Naskah yang berkaitan dengan kegiatan proses usulan sampai dengan Surat Keputusan pemberian Pembebasan Bersyarat (PB), Cuti Menjelang Bebas (CMB), Cuti Bersyarat (CB), Cuti Mengunjungi dan Dikunjungi Keluarga, dan Asimilasi."
PK.05.04,Pengeluaran Narapidana dan Anak Binaan
PK.05.04,Naskah yang berkaitan dengan pelaksanaan pengeluaran Narapidana dan Anak Binaan yang sifatnya tetap
PK.05.05,Tim Pertimbangan Pemasyarakatan Pembinaan Narapidana dan Anak Binaan
PK.05.05,Naskah yang berkaitan dengan kegiatan pelaksanaan sidang Tim
PK.05.05,Pertimbangan Pemasyarakatan dalam penyelenggaraan Pembinaan Narapidana dan Anak Binaan
PK.06,Pembimbingan Kemasyarakatan
PK.06.01,Penelitian Kemasyarakatan
PK.06.01,Naskah yang berkaitan dengan kegiatan:
PK.06.01,"Pembuatan Penelitian Kemasyarakatan untuk warga binaan yang akan bebas bersyarat, cuti menjelang bebas, cuti mengunjungi keluarga, asimilasi dan pembinaan dalam/mutase, dan pendampingan anak yang berhadapan dengan hukum."
PK.06.02,Pendampingan Klien Pemasyarakatan dan Upaya Keadilan Restoratif Pemasyarakatan
PK.06.02,"Naskah yang berkaitan dengan Pendampingan Pra ajudikasi, ajudikasi, dan pasca ajudikasi serta Upaya Keadilan Restoratif Pemasyarakatan."
PK.06.03,Pembimbingan Klien Pemasyarakatan
PK.06.03,"Naskah yang berkaitan dengan kegiatan Bimbingan Kepribadian Klien, Bimbingan Kemandirian, Bimbingan Klien/Home Visit, Bimbingan Penyuluhan/Konseling, dan Keluarga Asuh/Anak Asuh serta bimbingan lanjutan"
PK.06.04,Pengawasan Klien Pemasyarakatan
PK.06.04,"Naskah yang berkaitan dengan kegiatan Pengawasan program pendampingan dan pembimbingan, Investigasi pelanggaran, Penghentian program, dan Pelibatan masyarakat dalam upaya reintegrasi sosial."
PK.06.05,Tim Pertimbangan Pemasyarakatan Pembimbingan Klien Pemasyarakatan
PK.06.05,
PK.06.05,Naskah yang berkaitan dengan kegiatan pelaksanaan sidang Tim Pertimbangan Pemasyarakatan dalam penyelenggaraan Pembimbingan Klien Pemasyarakatan
PK.07,Perawatan Kesehatan DAN Rehabilitasi
PK.07.01,Perawatan Kesehatan Dasar
PK.07.01,"Naskah yang berkaitan dengan kegiatan: penyuluhan kesehatan, pengelolaan fasilitasi pelayanan kesehatan, dan perawatan kelompok kebutuhan khusus"
PK.07.02,Perawatan Kesehatan Lanjutan
PK.07.02,"Naskah yang berkaitan dengan kegiatan Kesehatan mental, Perawatan rujukan, dan Perawatan paliatif dan pemulasaraan."
PK.07.03,Perawatan Kesehatan Khusus
PK.07.03,"Naskah yang berkaitan dengan kegiatan rehabilitasi ketergantungan narkotika, dan perawatan pencegahan penyakit menular."
PK.07.04,Kebutuhan Dasar dan Kesehatan Lingkungan
PK.07.04,"Naskah yang berkaitan dengan kegiatan Pemenuhan kebutuhan dasar, Pemenuhan kebutuhan gizi, Penyelenggaraan makanan, dan Kesehatan lingkungan."
PK.08,Pengamanan DAN Intelijen
PK.08.01,Intelijen Pemasyarakatan
PK.08.01,Naskah yang berkaitan dengan kegiatan:
PK.08.01,"Manajemen dan operasional intelijen, Laporan atensi intelijen, Profiling tahanan, anak dan warga binaan, Diseminasi gangguan, dan Laporan triwulan"
PK.08.02,Pencegahan Gangguan Keamanan dan Pemeliharaan Keamanan
PK.08.02,"Naskah yang berkaitan dengan kegiatan pengelolaan kerawanan, penyusunan strategi pengamanan, rencana kontijensi, penanggulangan bencana, pemeliharaan keamanan pada lembaga pemasyarakatan dan rumah tahanan negara, pengamatan dan penegakan disiplin pada lembaga pembinaan khusus anak dan lembaga penempatan anak sementara."
PK.08.03,Penindakan dan Pemulihan
PK.08.03,Naskah yang berkaitan dengan kegiatan:
PK.08.03,"Penindakan, tanggap darurat, Pemulihan, dan Pengelolaan crisis center."
PK.09,Kepatuhan Internal
PK.09.01,Pencegahan dan Pengendalian
PK.09.01,"Naskah yang berkaitan dengan kegiatan pembinaan mental pegawai, edukasi pencegahan korupsi, edukasi pencegahan pelanggaran kode etik dan perilaku, disiplin pegawai, pengendalian gratifikasi, pemantauan atas perilaku, gaya hidup pegawai, pemantauan pemenuhan kewajiban pegawai dalam pelaporan harta kekayaan dan perpajakan, pemantauan Zona Integritas, pengolahan dan analisis, penyajian, pelaporan data dan informasi pegawai Direktorat Jenderal Pemasyarakatan, dan survei Kinerja Organisasi Direktorat Jenderal Pemasyarakatan."
PK.09.02,Fasilitasi Advokasi dan Investigasi Internal
PK.09.02,"Naskah yang berkaitan dengan kegiatan pengawasan kepatuhan pelaksanaan tugas pelayanan dan pengawasan Pemasyarakatan, dan administrasi dan fungsi lain Direktorat Jenderal Pemasyarakatan."
PK.10,Pengelolaan DATA DAN Informasi Pemasyarakatan
PK.10.01,Pengelolaan Data dan informasi
PK.10.01,Naskah yang berkaitan dengan pelaksanaan pengelolaan data dan informasi seperti analisis data dan informasi dan pertukaran data dan informasi.
PK.10.02,Statistik Tahanan dan Anak
PK.10.02,Naskah yang berkaitan dengan preskripsi dan data statistik Tahanan dan Anak.
PK.10.03,Statistik Narapidana dan Anak Binaan
PK.10.03,Naskah yang berkaitan dengan preskripsi dan data statistik Narapidana dan Anak Binaan.
PK.10.04,Statistik Klien Pemasyarakatan
PK.10.04,Naskah yang berkaitan dengan preskripsi dan data statistik Klien Pemasyarakatan.
PK.10.05,Statistik Titipan
PK.10.05,Naskah yang berkaitan dengan preskripsi dan data statistik Orang Titipan.
GR,Keimigrasian
GR.01,Direktorat Visa dan Dokumen Perjalanan
GR.01.01,Kebijakan Imigrasi meliputi kebijakan di bidang: Lalu Lintas
GR.01.01,"Keimigrasian, Izin Tinggal Orang Asing dan Status Keimigrasian,"
GR.01.01,"Penindakan Keimigrasian dan Pendetensian, Kerja sama"
GR.01.01,"Keimigrasian, Pembinaan bidang Keimigrasian, Intelijen Keimigrasian, Lintas Informasi Keimigrasian, dan Data Elektronik Personal Keimigrasian."
GR.01.01,"Naskah yang berkaitan dengan kebijakan Imigrasi meliputi kebijakan di bidang: Lalu Lintas Keimigrasian, Izin Tinggal Orang Asing dan Status Keimigrasian, Penindakan Keimigrasian dan Pendetensian, Kerja sama Keimigrasian, Pembinaan bidang Keimigrasian, Intelijen Keimigrasian, Lintas Informasi Keimigrasian, dan Data Elektronik Personal Keimigrasian."
GR.01.02,Dokumen Perjalanan Republik Indonesia (DPRI)
GR.01.02,"Naskah yang berkaitan dengan Dokumen Perjalanan Republik Indonesia (fotocopy KTP, Kartu Keluarga, Akte Lahir, Ijazah, Surat Pernyataan, Perdim 11) dan Surat Perjalanan Laksana Paspor (SPLP) Warga Negara Indonesia."
GR.01.02,Blangko Paspor
GR.01.02,Blangko Paspor yang sudah habis masa berlaku dan/atau gagal cetak.
GR.01.03,Pas Lintas Batas
GR.01.03,"Naskah yang berkaitan dengan Pas Lintas Batas, Pax List dan Crew"
GR.01.03,List..
GR.01.04,Surat Pejalanan Laksana Paspor (SPLP) Warga Negara Asing
GR.01.04,Naskah yang berkaitan dengan Pas Lintas Batas Warga Negara Asing (WNA).
GR.01.04,"Visa (Visa Transit, Visa Kunjungan Saat Kedatangan/Visa on Arrival (VOA), Visa Kunjungan Wisata, Visa Kunjungan Sosial Budaya, Visa Kunjungan Usaha dan Visa Kunjungan Tinggal Terbatas."
GR.01.04,Daftar Penumpang (Pax List) dan Daftar Awak Kapal/Pesawat (Crew
GR.01.05,Fasilitas Keimigrasian antara lain ABTC (Asia Pacific Economic Corporation Business Travel Card) dan Smart Card
GR.01.05,Naskah yang berkaitan dengan ABTC dan Smart Card.
GR.01.06,Persetujuan Visa
GR.01.06,"Naskah yang berkaitan dengan Persetujuan Visa (Visa Kunjungan, Visa Kunjungan Saat Kedatangan (VKSK), Visa Tinggal Terbatas)."
GR.01.07,Bebas Visa Kunjungan (BVK)
GR.01.07,Naskah yang berkaitan dengan Bebas Visa Kunjungan.
GR.01.08,Tanda Masuk dan Tanda Keluar
GR.01.08,Naskah yang berkaitan dengan Tanda Masuk Dan Keluar.
GR.01.09,Rekomendasi Untuk Mendapatkan Work and Holiday Visa
GR.01.09,Naskah yang berkaitan dengan Rekomendasi Untuk Mendapatkan Work and Holiday Visa.
GR.01.10,"Pengelolaan Dokumen Blangko DPRI, Visa, dan Perdim"
GR.01.10,"Naskah yang berkaitan dengan Pengelolaan Dokumen Blangko DPRI, Visa, dan Perdim."
GR.02,Izin Tinggal dan Status Keimigrasian
GR.02.01,Izin Tinggal Kunjungan (ITK)
GR.02.01,Naskah yang berkaitan dengan Izin Tinggal Kunjungan.
GR.02.02,Izin Tinggal Terbatas (ITAS)
GR.02.02,Naskah yang berkaitan dengan Izin Tinggal Terbatas.
GR.02.03,Izin Tinggal Tetap (ITAP)
GR.02.03,Naskah yang berkaitan dengan Izin Tinggal Tetap.
GR.02.04,Alih Status (Konversi) Izin Tinggal Termasuk Penolakannya
GR.02.04,Naskah yang berkaitan dengan Alih Status (Konversi) Izin Tinggal dan Penolakannya.
GR.02.05,Surat Keterangan Keimigrasian (SKIM)
GR.02.05,Naskah yang berkaitan dengan Surat Izin Keterangan Keimigrasian.
GR.02.06,Skip Alur Pengambilan Data Biometrik
GR.02.06,Naskah yang berkaitan dengan Skip Alur Pengambilan Data Biometrik.
GR.02.07,Penelaahan Status Keimigrasian
GR.02.07,"Naskah yang berkaitan dengan Penelaah Status Keimigrasian termasuk Anak Berkewarganegaraan Ganda Terbatas, Kawin Campur."
GR.02.08,Pengelolaan Dokumen Izin Tinggal Keimigrasian
GR.02.08,Naskah yang berkaitan dengan pengelolaan naskah Izin Tinggal Keimigrasian.
GR.02.09,Permohonan Exit Permit Only (EPO)
GR.02.09,Naskah yang berkaitan dengan Exit Permit Only (EPO).
GR.02.10,Permohonan Izin Masuk Kembali (IMK)
GR.02.10,Naskah yang berkaitan dengan Izin Masuk Kembali.
GR.03,Pengawasan dan Penindakan Keimigrasian (WASDAKIM)
GR.03.01,Penyelidikan dan Penyidikan Keimigrasian
GR.03.01,"Naskah yang berkaitan dengan Penyelidikan dan Penyidikan Keimigrasian (Pemantauan, Penyidikan, termasuk Surat Perintah dan Berita Acara Pemeriksaan (BAP), Laporan Kejadian / Pengaduan, Surat Perintah Tugas, Surat Perintah Penyidikan, Surat Perintah Penggeledahan."
GR.03.02,Pencegahan dan Penangkalan
GR.03.02,Naskah yang berkaitan dengan Pencegahan dan Penangkalan
GR.03.03,Imigran Ilegal
GR.03.03,Naskah yang berkaitan dengan Imigran Ilegal.
GR.03.04,"Pencabutan, Pembatalan, Penahanan Dokumen Perjalanan dan Dokumen Keimigrasian termasuk Siar Paspor Yang Dibatalkan"
GR.03.04,"Naskah Yang berkaitan dengan Pencabutan, Pembatalan, Penahanan Dokumen Perjalanan dan Dokumen Keimigrasian Termasuk Siar Paspor yang dibatalkan."
GR.03.05,Pengawasan Terhadap Warga Negara Indonesia (WNI)
GR.03.05,Naskah yang berkaitan dengan pengawasan terhadap WNI.
GR.03.06,Pengawasan Terhadap Warga Negara Asing (WNA)
GR.03.06,Naskah yang berkaitan dengan pengawasan terhadap WNA.
GR.03.07,Kepatuhan Internal
GR.03.07,Naskah yang berkaitan dengan Kepatuhan Internal.
GR.03.08,Pendeportasian
GR.03.08,Naskah yang berkaitan dengan Pendeportasian.
GR.03.09,Tindakan Administratif Keimigrasian
GR.03.09,Naskah yang berkaitan dengan pelanggaran dan penindakan Tindakan Administratif Keimigrasian.
GR.03.10,Daftar Pencarian Orang (DPO)
GR.03.10,Naskah yang berkaitan dengan DPO.
GR.03.11,Pendetensian
GR.03.11,Naskah yang berkaitan dengan Pendetensian.
GR.04,Intelijen Keimigrasian
GR.04.01,Penyelidikan dan Operasi Intelijen Keimigrasian
GR.04.01,Naskah yang berkaitan dengan Penyelidikan dan Operasi Intelijen Keimigrasian diantaranya (Pengumpulan Bahan Keterangan/Pulbaket; Operasi Kewilayahan; Penggalangan)..
GR.04.02,Pengamanan Keimigrasian
GR.04.02,Naskah yang berkaitan dengan Pengamanan Keimigrasian diantaranya (pengamanan perizinan keimigrasian; Pengamanan
GR.04.02,"Personil, Material dan Dokumen; Pengamanan Kantor dan Instalasi Vital)."
GR.04.03,Kerja sama Intelijen Keimigrasian
GR.04.03,Naskah yang berkaitan dengan Kerja sama Intelijen Keimigrasian Lembaga dan Non Lembaga.
GR.04.04,Produk Intelijen Keimigrasian
GR.04.04,Naskah yang berkaitan dengan Produk Intelijen Keimigrasian.
GR.05,Kerja sama Keimigrasian dan Bina Perwakilan
GR.05.01,Kerja sama Antar Lembaga (Dalam Negeri)
GR.05.01,Naskah yang berkaitan dengan Kerja Sama Antar Lembaga (Dalam Negeri).
GR.05.02,Kerja sama Antar negara
GR.05.02,Naskah yang berkaitan dengan Kerja Sama Antar Negara (Bilateral dan Multilateral).
GR.05.03,Kerja sama dengan Organisasi Internasional
GR.05.03,Naskah yang berkaitan dengan Kerja Sama dengan Organisasi
GR.05.03,Internasional.
GR.05.04,Pembinaan Perwakilan RI di Luar Negeri
GR.05.04,Naskah yang berkaitan dengan Pembinaan Perwakilan RI di Luar Negeri.
GR.06,Teknologi Informasi Keimigrasian
GR.06.01,Lintas Informasi Internal termasuk Tukar Menukar Informasi dan Pelaporan Kegiatan Keimigrasian
GR.06.01,Naskah yang berkaitan dengan Lintas Informasi Internal termasuk Tukar Menukar Informasi dan Pelaporan Kegiatan Keimigrasian.
GR.06.02,Lintas Informasi eksternal termasuk Pertukaran Informasi dengan Institusi di Luar Imigrasi
GR.06.02,Naskah yang berkaitan dengan lintas informasi eksternal termasuk pertukaran informasi dengan institusi di luar imigrasi.
GR.06.03,Data Keimigrasian
GR.06.03,Naskah yang berkaitan dengan Data-data Keimigrasian.
GR.06.04,Permohonan Data Keimigrasian
GR.06.04,Naskah yang berkaitan dengan Permohonan Data-data Keimigrasian.
GR.06.05,Perubahan Data Status Keimigrasian WNA
GR.06.05,"Naskah yang berkaitan dengan lapor kematian, lapor lahir, perubahan alamat, pergantian kewarganegaraan.."
GR.06.06,Data Permohonan Ditolak Sistem
GR.06.06,Naskah yang berkaitan dengan berkas pembatalan permohonan karena ditolak sistem.
GR.07,Direktorat Kepatuhan Internal
GR.07.01,Pencegahan dan Pengendalian
GR.07.01,Naskah yang berkaitan dengan Pencegahan dan Pengendalian internal Direktorat Jenderal Imigrasi.
GR.07.02,Advokasi dan Investigasi Internal
GR.07.02,Naskah yang berkaitan Fasilitas Advokasi dan Investigasi internal Direktorat Jenderal Imigrasi.
GR.08,Direktorat Tempat Pemeriksaan Imigrasi
GR.08.01,Pemeriksaan Imigrasi Laut
GR.08.01,Naskah Keimigrasian yang berkaitan dengan Pemeriksaan Imigrasi Laut.
GR.08.02,Pemeriksaan Imigrasi Udara
GR.08.02,Naskah Keimigrasian yang berkaitan dengan Pemeriksaan Imigrasi Udara.
GR.08.03,Pemeriksaan Imigrasi Darat
GR.08.03,Naskah Keimigrasian yang berkaitan dengan Pemeriksaan Imigrasi Darat.
SM,Sumber DAYA Manusia
SM.01,Pendidikan dan Pelatihan Kepemimpinan
SM.01.01,Perencanaan Program Pendidikan dan Pelatihan
SM.01.01,Naskah yang berkaitan dengan kegiatan:
SM.01.01,Agenda Rapat Perencanaan Program Pelatihan Kepemimpinan
SM.01.01,Undangan Rapat Koordinasi Pelatihan Kepemimpinan
SM.01.01,Permohonan Izin dan Fasilitator/Penceramah Pelatihan
SM.01.01,Kepemimpinan
SM.01.01,Penyampaian Notula Rapat Koordinasi Pelatihan Kepemimpinan
SM.01.02,"Kurikulum, Metode Standar/Mutu dan Pedoman Diklat"
SM.01.02,Naskah yang berkaitan dengan kegiatan:
SM.01.02,"Undangan Rapat Penyusunan Modul, Bahan Ajar, dan Bahan Tayang Pelatihan Teknis"
SM.01.02,"Penyampaian Notula Rapat Penyusunan Modul, Bahan Ajar, dan"
SM.01.02,Bahan Tayang Pelatihan Teknis
SM.01.02,Undangan Rapat Koordinasi Penyusunan Modul dan Rapat Koordinasi Optimalisasi Kegiatan Penyusunan Modul Pelatihan
SM.01.02,Teknis
SM.01.02,Penyusunan Modul Pelatihan Teknis
SM.01.02,Telaahan Pelatihan Teknis
SM.01.03,Penyelenggaraan
SM.01.03,Naskah yang berkaitan dengan kegiatan:
SM.01.03,"Pemberitahuan Penyelenggaraan, Pemanggilan Peserta, Permohonan Tenaga Pengajar, Permohonan izin kunjungan lapangan, Undangan"
SM.01.03,"Pembukaan, Permintaan Nomor Surat Tanda Tamat Pelatihan (STTP), Permohonan Penutupan, dan Permintaan Nomor dan Tanda Tangan Piagam Penghargaan."
SM.01.04,Evaluasi
SM.01.04,Naskah yang berkaitan dengan kegiatan:
SM.01.04,Pedoman Coach dan Mentor Pelatihan Kepemimpinan
SM.01.04,Permohonan sebagai Mentor/Penguji Seminar Aksi
SM.01.04,Perubahan/Coach Seminar Aksi Perubahan
SM.01.04,"Undangan Penyamaan Persepsi Penguji, Coach dan Mentor, Seminar Rancangan Aksi Perubahan, Seminar Aksi Perubahan dan rapat evaluasi Pelatihan Kepemimpinan."
SM.01.04,Laporan Pelaksanaan Pelatihan Kepemimpinan
SM,Pendidikan dan Pelatihan Teknis
SM.02.01,Perencanaan Program Diklat
SM.02.01,Naskah yang berkaitan dengan kegiatan:
SM.02.01,"Agenda Rapat Perencanaan Program, Undangan Rapat Koordinasi, Permohonan Izin dan Fasilitator/Penceramah, Penyampaian Notula Rapat Koordinasi Pelatihan Teknis."
SM.02.02,"Kurikulum, Metode Standar/Mutu dan Pedoman Diklat"
SM.02.02,Naskah yang berkaitan dengan kegiatan:
SM.02.02,"Undangan Rapat Penyusunan Modul, Bahan Ajar, dan Bahan"
SM.02.02,Tayang Pelatihan Teknis
SM.02.02,"Penyampaian Notula Rapat Penyusunan Modul, Bahan Ajar, dan"
SM.02.02,Bahan Tayang Pelatihan Teknis
SM.02.02,Undangan Rapat Koordinasi Penyusunan Modul dan Rapat Koordinasi Optimalisasi Kegiatan Penyusunan Modul Pelatihan
SM.02.02,Teknis
SM.02.02,Penyusunan Modul Pelatihan Teknis
SM.02.02,Telaahan Pelatihan Teknis
SM.02.03,Penyelenggaraan
SM.02.03,Naskah yang berkaitan dengan kegiatan:
SM.02.03,"Pemberitahuan Penyelenggaraan, Pemanggilan Peserta, Permohonan Tenaga Pengajar, Permohonan izin kunjungan lapangan, Undangan"
SM.02.03,"Pembukaan, Permintaan Nomor Surat Tanda Tamat Pelatihan (STTP), Permohonan Penutupan, dan Permintaan Nomor dan Tanda Tangan Piagam Penghargaan"
SM.02.04,Evaluasi
SM.02.04,Naskah yang berkaitan dengan kegiatan:
SM.02.04,Pedoman Coach dan Mentor Pelatihan Kepemimpinan
SM.02.04,Permohonan sebagai Mentor/Penguji Seminar Aksi
SM.02.04,Perubahan/Coach Seminar Aksi Perubahan
SM.02.04,"Undangan Penyamaan Persepsi Penguji, Coach dan Mentor, Seminar Rancangan Aksi Perubahan, Seminar Aksi Perubahan dan rapat evaluasi Pelatihan Kepemimpinan."
SM.02.04,Laporan Pelaksanaan Pelatihan Kepemimpinan
SM.03,Bimbingan Teknis/Fokus Grup Diskusi (FGD)
SM.03.01,Fasilitatif
SM.03.01,Bimbingan Teknis/Fokus Grup Diskusi (FGD) /Workshop Materi Teknis Fasilitatif dan Teknis Substantif
SM.03.02,Substantif
SM.03.02,Penyusunan Kurikulum dan Modul Pengembangan Pelatihan
SM.03.02,"Fungsional, Pelatihan Teknis dan Kepemimpinan"
SM.03.02,Penyusunan Pedoman dan/atau Instrumen Evaluasi
SM.03.02,Penyusunan Standar Sistematika Laporan Pelatihan
SM.03.02,Penyusunan Pedoman Sistematika Laporan produk Individu dan/atau Kelompok pelatihan
SM.03.02,Penyusunan Standar Penilaian Kompetensi.
SM.04,Pertemuan Ilmiah
SM.04.01,"Seminar, Lokakarya, Diskusi, Simposium, Temu Karya, Bedah Buku;"
SM.05,Penilaian Kompetensi
SM.05.01,Penyusunan Program
SM.05.01,Permohonan Persetujuan Usulan Standar Operasional Prosedur
SM.05.01,Penilaian Kompetensi;
SM.05.01,Usulan Indikator dan Target Kinerja Penilaian Kompetensi
SM.05.01,Undangan Rapat Rencana Pelaksanaan Kegiatan dan Target
SM.05.01,Kinerja Tahun Anggaran Berjalan;
SM.05.01,Permohonan Usulan Kegiatan Tahun Depan dan penyusunan
SM.05.01,Perencanaan Anggaran;
SM.05.01,Peningkatan Kapasitas Asessor dalam pemberian feedback;
SM.05.01,Penulisan Laporan Individu Assesment Center.
SM.05.02,Standarisasi Kompetensi
SM.05.02,"Undangan Rapat Koordinasi, Pembahasan Soal, dan Instrumen Situasional Judgement Test Kegiatan Peningkatan Kapasitas"
SM.05.02,Manajemen Penilaian Kompetensi
SM.05.02,Matrik Metode dan Alat Ukur Penilaian Kompetensi;
SM.05.02,Penyusunan Instrumen Test Potensi.
SM.05.03,Penilaian Kompetensi
SM.05.03,"Surat Pemanggilan Peserta, Undangan Pembukaan, Jadwal Pelaksanaan, Permohonan Penguji Teknis, Permohonan Tenaga Assesor, Permohonan Bantuan Teknis dan Penunjukan Kegiatan"
SM.05.03,Penilaian Kompetensi;
SM.05.03,Permohonan Nomor Sertifikat;
SM.05.03,Undangan Rapat Uji Kompetensi Kegiatan Penilaian Kompetensi dan penyampaian Hasil Uji Kompetensi Kenaikan Jenjang Jabatan.
SM.05.04,Evaluasi
SM.05.04,"Rencana Rapat Evaluasi Hasil, Undangan Rapat Evaluasi Hasil dan"
SM.05.04,Survei Evaluasi Penilaian Kompetensi Peserta Pelatihan;
SM.05.04,Penginputan Data Hasil Penilaian Kompetensi
SM.05.04,Penyampaian Hasil Kegiatan Uji Kompetensi
SM.06,Kerja Sama Pengembangan SDM
SM.06.01,International
SM.06.01,Perjanjian Kerja Sama Pengembangan Sumber Daya Manusia dengan Institusi/Lembaga Internasional
SM.06.02,Institusi/Lembaga
SM.06.02,Perjanjian Kerja Sama Pengembangan Sumber Daya Manusia dengan Insitusi/Lembaga
SM.06.03,Universitas/Perguruan Tinggi
SM.06.03,Perjanjian Kerja Sama Pengembangan Sumber Daya Manusia dengan Universitas/Perguruan Tinggi
LT,Penelitian DAN Pengembangan
LT.01,Pusat Penelitian dan Pengembangan Kebijakan
LT.01.01,Kelompok Substansi Penelitian dan Pengembangan Pembentukan Regulasi
LT.01.01,"Naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan, pelaksanaan penelitian dan pengembangan, pemantauan, evaluasi, dan pelaporan, serta pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan di bidang pembentukan regulasi."
LT.01.02,Kelompok Substansi Penelitian dan Pengembangan Penegakan Hukum
LT.01.02,"Naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan, pelaksanaan penelitian dan pengembangan, pemantauan, evaluasi, dan pelaporan, serta pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan di bidang penegakkan hukum."
LT.01.03,Kelompok Substansi Penelitian dan Pengembangan Administrasi
LT.01.03,Fasilitatif
LT.01.03,"Naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan kebijakan, pelaksanaan penelitian dan pengembangan kebijakan, pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan kebijakan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan penelitian dan pengembangan di bidang administrasi fasilitatif."
LT.01.04,Kelompok Substansi Penelitian dan Pengembangan Sumber Daya Manusia
LT.01.04,"Naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan kebijakan, pelaksanaan penelitian dan pengembangan kebijakan, pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan kebijakan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan penelitian dan pengembangan di bidang sumber daya manusia."
LT.01.05,Kelompok Substansi Penelitian dan Pengembangan Pengawasan.
LT.01.05,"Naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program, dan anggaran penelitian dan pengembangan kebijakan, pelaksanaan penelitian dan pengembangan kebijakan, pelaksanaan koordinasi dan kerja sama penelitian dan pengembangan kebijakan, serta pemantauan, evaluasi, dan pelaporan pelaksanaan penelitian dan pengembangan di bidang pengawasan."
LT.01.06,Kelompok Substansi Analisis Data dan Informasi di bidang Keimigrasian dan Pemasyarakatan
LT.01.06,"Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program dan anggaran, pelaksanaan analisis data dan informasi, pemantauan, evaluasi, dan pelaporan pelaksanaan, pelaksanaan koordinasi dan kerja sama dibidang analisis data dan informasi."
LT.01.07,Kelompok Substansi Penelitian dan Pengembangan Teknologi dan Sistem Informasi Keimigrasian dan Pemasyarakatan
LT.01.07,"Naskah-naskah dinas berkaitan dengan penyusunan perumusan kebijakan teknis, program dan anggaran, pelaksanaan analisis data dan informasi, pemantauan, evaluasi, dan pelaporan pelaksanaan, pelaksanaan koordinasi dan kerja sama dibidang teknologi dan sistem informasi."
